userName,score,at,content,polarity_score,sentiment,content_stopwords,content_stemmed,cleaned_tokenized_stemmed,cleaned_sentence
Itsme Vana,5,7/28/2024 15:22,sangat bagus sekalimembantu kita untukmencari rumah danmengantarkan sampai tujuan yang kita inginkan,-4,NEGATIVE,sangat bagus sekalimembantu untukmencari rumah danmengantarkan tujuan inginkan,sangat bagus sekalimembantu untukmencari rumah danmengantarkan tuju ingin,"['sangat', 'bagus', 'sekalimembantu', 'untukmencari', 'rumah', 'danmengantarkan', 'tuju', 'ingin']",sangat bagus sekalimembantu untukmencari rumah danmengantarkan tuju ingin
dla boutyou,5,7/28/2024 13:55,sangat berguna sekali aplikasi ini mempermudah untukmelacak lokasi danmempercepat waktu perjalanan,-2,NEGATIVE,sangat berguna sekali aplikasi mempermudah untukmelacak lokasi danmempercepat waktu perjalanan,sangat guna sekali aplikasi mudah untukmelacak lokasi danmempercepat waktu jalan,"['sangat', 'guna', 'sekali', 'aplikasi', 'mudah', 'untukmelacak', 'lokasi', 'danmempercepat', 'waktu', 'jalan']",sangat guna sekali aplikasi mudah untukmelacak lokasi danmempercepat waktu jalan
Advensia Fredila Rembon,5,7/28/2024 13:41,sangat memuaskan karena sangat membantu saya untukmencari lokasi dengan cepat danefisien,-8,NEGATIVE,sangat memuaskan sangat membantu untukmencari lokasi cepat danefisien,sangat muas sangat bantu untukmencari lokasi cepat danefisien,"['sangat', 'muas', 'sangat', 'bantu', 'untukmencari', 'lokasi', 'cepat', 'danefisien']",sangat muas sangat bantu untukmencari lokasi cepat danefisien
Suyanto Aji Purwanto,1,7/28/2024 13:33,maps nya linglungpikun pokoknya jangan di download bikin sakit hati saja posisi nya saya di mana titik nya di maps di mana tolong di perbaiki lah kalau tidak bisa bikin aplikasi mendingan dagang saja sampean,-36,NEGATIVE,maps nya linglungpikun pokoknya jangan download bikin sakit hati posisi nya mana titik nya maps mana perbaiki lah kalau bikin aplikasi mendingan dagang sampean,maps nya linglungpikun pokok jangan download bikin sakit hati posisi nya mana titik nya maps mana baik lah kalau bikin aplikasi mending dagang sampean,"['maps', 'nya', 'linglungpikun', 'pokok', 'jangan', 'download', 'bikin', 'sakit', 'hati', 'posisi', 'nya', 'mana', 'titik', 'nya', 'maps', 'mana', 'baik', 'lah', 'kalau', 'bikin', 'aplikasi', 'mending', 'dagang', 'sampean']",maps nya linglungpikun pokok jangan download bikin sakit hati posisi nya mana titik nya maps mana baik lah kalau bikin aplikasi mending dagang sampean
Kadek Dwi Dharma Putra,5,7/28/2024 9:33,saya saranin tambahin fitur dalam perjalanan bisa nyari warung toko atau apapun terdekat yang ngelewatin jalur yang dituju contoh sewaktu mau jalan ketempat tujuan ingin mencari dagang kue terdekat yang satu arah atau setidaknya lewat tapi tidak jauh dari jalur tujuan pasti akan sangat memudahkan pengguna maps,-34,NEGATIVE,saranin tambahin fitur perjalanan nyari warung toko apapun terdekat ngelewatin jalur dituju contoh sewaktu mau jalan ketempat tujuan mencari dagang kue terdekat satu arah lewat jauh jalur tujuan sangat memudahkan pengguna maps,saranin tambahin fitur jalan nyari warung toko apa dekat ngelewatin jalur tuju contoh waktu mau jalan tempat tuju cari dagang kue dekat satu arah lewat jauh jalur tuju sangat mudah guna maps,"['saranin', 'tambahin', 'fitur', 'jalan', 'nyari', 'warung', 'toko', 'apa', 'dekat', 'ngelewatin', 'jalur', 'tuju', 'contoh', 'waktu', 'mau', 'jalan', 'tempat', 'tuju', 'cari', 'dagang', 'kue', 'dekat', 'satu', 'arah', 'lewat', 'jauh', 'jalur', 'tuju', 'sangat', 'mudah', 'guna', 'maps']",saranin tambahin fitur jalan nyari warung toko apa dekat ngelewatin jalur tuju contoh waktu mau jalan tempat tuju cari dagang kue dekat satu arah lewat jauh jalur tuju sangat mudah guna maps
Neng Triyan Oktaviani,5,7/28/2024 6:31,aplikasi yang benar benar bisa membantu untukmencari tempat tempat yang sulit untukdijangkau,-21,NEGATIVE,aplikasi benar benar membantu untukmencari tempat tempat sulit untukdijangkau,aplikasi benar benar bantu untukmencari tempat tempat sulit untukdijangkau,"['aplikasi', 'benar', 'benar', 'bantu', 'untukmencari', 'tempat', 'tempat', 'sulit', 'untukdijangkau']",aplikasi benar benar bantu untukmencari tempat tempat sulit untukdijangkau
Yana Mulyana,5,7/28/2024 2:26,sangat membantu dalam melaksanakan pekerjaan danperjalananakurat,1,POSITIVE,sangat membantu melaksanakan pekerjaan danperjalananakurat,sangat bantu laksana kerja danperjalananakurat,"['sangat', 'bantu', 'laksana', 'kerja', 'danperjalananakurat']",sangat bantu laksana kerja danperjalananakurat
Dirman Susanto,1,7/27/2024 20:59,sudah komen masih saja tidak adatindakan batu bener maps nya perbaikin woy rute nya yang bener,-8,NEGATIVE,komen adatindakan batu bener maps nya perbaikin woy rute nya bener,komen adatindakan batu bener maps nya perbaikin woy rute nya bener,"['komen', 'adatindakan', 'batu', 'bener', 'maps', 'nya', 'perbaikin', 'woy', 'rute', 'nya', 'bener']",komen adatindakan batu bener maps nya perbaikin woy rute nya bener
Aagus Mustopa,5,7/27/2024 17:43,kenapa mapstidak bisaberbagi lokasipadahal lokasi sudah akurasi tinggiterus cuma adapratinjaujadi tidak bisa memulai perjalananpadahal google maps sudah yang terbaru,-7,NEGATIVE,mapstidak bisaberbagi lokasipadahal lokasi akurasi tinggiterus cuma adapratinjaujadi memulai perjalananpadahal google maps terbaru,mapstidak bisaberbagi lokasipadahal lokasi akurasi tinggiterus cuma adapratinjaujadi mulai perjalananpadahal google maps baru,"['mapstidak', 'bisaberbagi', 'lokasipadahal', 'lokasi', 'akurasi', 'tinggiterus', 'cuma', 'adapratinjaujadi', 'mulai', 'perjalananpadahal', 'google', 'maps', 'baru']",mapstidak bisaberbagi lokasipadahal lokasi akurasi tinggiterus cuma adapratinjaujadi mulai perjalananpadahal google maps baru
Ragil Rio,1,7/27/2024 17:31,kenapa yaa di android lama tidak bisa bekerjaa mapsnyaa kayakk hp vivo v android terlama lah intinyaa kalau di untuknavigasii di buatt jalann kenapa tidak jalann mala terdapat suara sinyal gps anda lemahh kenapaa begituu yaa truss tidak dapat berjalan jika di mulaii kalau di rutee masih bisa jalan tolong di bantu menjawabb yaa terimakasihh,-26,NEGATIVE,yaa android lama bekerjaa mapsnyaa kayakk hp vivo v android terlama lah intinyaa kalau untuknavigasii buatt jalann jalann mala terdapat suara sinyal gps lemahh kenapaa begituu yaa truss berjalan mulaii kalau rutee jalan bantu menjawabb yaa terimakasihh,yaa android lama bekerjaa mapsnyaa kayakk hp vivo v android lama lah intinyaa kalau untuknavigasii buatt jalann jalann mala dapat suara sinyal gps lemahh kenapaa begituu yaa truss jalan mulai kalau rutee jalan bantu menjawabb yaa terimakasihh,"['yaa', 'android', 'lama', 'bekerjaa', 'mapsnyaa', 'kayakk', 'hp', 'vivo', 'v', 'android', 'lama', 'lah', 'intinyaa', 'kalau', 'untuknavigasii', 'buatt', 'jalann', 'jalann', 'mala', 'dapat', 'suara', 'sinyal', 'gps', 'lemahh', 'kenapaa', 'begituu', 'yaa', 'truss', 'jalan', 'mulai', 'kalau', 'rutee', 'jalan', 'bantu', 'menjawabb', 'yaa', 'terimakasihh']",yaa android lama bekerjaa mapsnyaa kayakk hp vivo v android lama lah intinyaa kalau untuknavigasii buatt jalann jalann mala dapat suara sinyal gps lemahh kenapaa begituu yaa truss jalan mulai kalau rutee jalan bantu menjawabb yaa terimakasihh
jelajah nusantara,3,7/27/2024 10:11,update hampir tiap minggu ini gmaps tetapi masih saja bodoh dankoclok padahal rute tinggal lurus ajamasih saja di belokkin b saja lah lebih bagusan waze dari pada gmaps,-12,NEGATIVE,update hampir tiap minggu gmaps bodoh dankoclok padahal rute tinggal lurus ajamasih belokkin b lah lebih bagusan waze gmaps,update hampir tiap minggu gmaps bodoh dankoclok padahal rute tinggal lurus ajamasih belokkin b lah lebih bagus waze gmaps,"['update', 'hampir', 'tiap', 'minggu', 'gmaps', 'bodoh', 'dankoclok', 'padahal', 'rute', 'tinggal', 'lurus', 'ajamasih', 'belokkin', 'b', 'lah', 'lebih', 'bagus', 'waze', 'gmaps']",update hampir tiap minggu gmaps bodoh dankoclok padahal rute tinggal lurus ajamasih belokkin b lah lebih bagus waze gmaps
ABDUL ROHMAN,1,7/27/2024 0:26,maps bangke di perbaharui malah ngelunjak putar kaya gangsing malah sering di untuknyasar malah di tunjukin jalur sepedah hadeh gasekalian saja tunjukin jalur mendaki,-12,NEGATIVE,maps bangke perbaharui malah ngelunjak putar kaya gangsing malah sering untuknyasar malah tunjukin jalur sepedah hadeh gasekalian tunjukin jalur mendaki,maps bangke baharu malah ngelunjak putar kaya gangsing malah sering untuknyasar malah tunjukin jalur dah hadeh gasekalian tunjukin jalur daki,"['maps', 'bangke', 'baharu', 'malah', 'ngelunjak', 'putar', 'kaya', 'gangsing', 'malah', 'sering', 'untuknyasar', 'malah', 'tunjukin', 'jalur', 'dah', 'hadeh', 'gasekalian', 'tunjukin', 'jalur', 'daki']",maps bangke baharu malah ngelunjak putar kaya gangsing malah sering untuknyasar malah tunjukin jalur dah hadeh gasekalian tunjukin jalur daki
AGUNG TAN,1,7/26/2024 20:26,gps bodoh sudah diakurasi tetap tidak dapat yang tinggi selalu rendah,-10,NEGATIVE,gps bodoh diakurasi tetap tinggi selalu rendah,gps bodoh akurasi tetap tinggi selalu rendah,"['gps', 'bodoh', 'akurasi', 'tetap', 'tinggi', 'selalu', 'rendah']",gps bodoh akurasi tetap tinggi selalu rendah
Novita Anggraini,5,7/26/2024 18:19,alhamdulillah kampung kitab kuning recommended banget untuktemen yang mau belajar nahwu shorof dankitab kuning dalam waktu yang relatif singkat semoga semakin bermanfaat kedepannya,1,POSITIVE,alhamdulillah kampung kitab kuning recommended banget untuktemen mau belajar nahwu shorof dankitab kuning waktu relatif singkat semoga semakin bermanfaat kedepannya,alhamdulillah kampung kitab kuning recommended banget untuktemen mau ajar nahwu shorof dankitab kuning waktu relatif singkat moga makin manfaat depan,"['alhamdulillah', 'kampung', 'kitab', 'kuning', 'recommended', 'banget', 'untuktemen', 'mau', 'ajar', 'nahwu', 'shorof', 'dankitab', 'kuning', 'waktu', 'relatif', 'singkat', 'moga', 'makin', 'manfaat', 'depan']",alhamdulillah kampung kitab kuning recommended banget untuktemen mau ajar nahwu shorof dankitab kuning waktu relatif singkat moga makin manfaat depan
Slamet widodo,5,7/26/2024 14:35,walaupun tidak pernh main jauh sampe luar pulau tapi maps aplikasi slalu aku update karna penting buatku sendiri semoga ajah slalu enak dipakai biar kita semua nyaman sebagai pengguna maps google,-15,NEGATIVE,walaupun pernh main jauh sampe luar pulau maps aplikasi slalu aku update karna penting buatku sendiri semoga ajah slalu enak dipakai biar semua nyaman pengguna maps google,walaupun pernh main jauh sampe luar pulau maps aplikasi slalu aku update karna penting buat sendiri moga ajah slalu enak pakai biar semua nyaman guna maps google,"['walaupun', 'pernh', 'main', 'jauh', 'sampe', 'luar', 'pulau', 'maps', 'aplikasi', 'slalu', 'aku', 'update', 'karna', 'penting', 'buat', 'sendiri', 'moga', 'ajah', 'slalu', 'enak', 'pakai', 'biar', 'semua', 'nyaman', 'guna', 'maps', 'google']",walaupun pernh main jauh sampe luar pulau maps aplikasi slalu aku update karna penting buat sendiri moga ajah slalu enak pakai biar semua nyaman guna maps google
Rayhanghifari24 Ghifari,5,7/26/2024 14:33,sangat bagus untukperjalanan jauh rekomendasi banget pokoknya untukgoogle map,-6,NEGATIVE,sangat bagus untukperjalanan jauh rekomendasi banget pokoknya untukgoogle map,sangat bagus untukperjalanan jauh rekomendasi banget pokok untukgoogle map,"['sangat', 'bagus', 'untukperjalanan', 'jauh', 'rekomendasi', 'banget', 'pokok', 'untukgoogle', 'map']",sangat bagus untukperjalanan jauh rekomendasi banget pokok untukgoogle map
Syaiful Rizal,2,7/26/2024 13:42,aplikasi google maps seringbeberapa kali diupdatediperbarui tapi tidak terbaru danmasih versi lama terus tempatnya masih seperti dulu misalnya bangunan rumah belum jadijadi masih pondasi,-4,NEGATIVE,aplikasi google maps seringbeberapa kali diupdatediperbarui terbaru danmasih versi lama terus tempatnya dulu misalnya bangunan rumah jadijadi pondasi,aplikasi google maps seringbeberapa kali diupdatediperbarui baru danmasih versi lama terus tempat dulu misal bangun rumah jadijadi pondasi,"['aplikasi', 'google', 'maps', 'seringbeberapa', 'kali', 'diupdatediperbarui', 'baru', 'danmasih', 'versi', 'lama', 'terus', 'tempat', 'dulu', 'misal', 'bangun', 'rumah', 'jadijadi', 'pondasi']",aplikasi google maps seringbeberapa kali diupdatediperbarui baru danmasih versi lama terus tempat dulu misal bangun rumah jadijadi pondasi
Cecelia Marsela Faymau,2,7/26/2024 12:22,hp saya di tempat lain titik maps malah di tempat lain akurasi meleset  km payah,-23,NEGATIVE,hp tempat titik maps malah tempat akurasi meleset km payah,hp tempat titik maps malah tempat akurasi meleset km payah,"['hp', 'tempat', 'titik', 'maps', 'malah', 'tempat', 'akurasi', 'meleset', 'km', 'payah']",hp tempat titik maps malah tempat akurasi meleset km payah
Yunike Cantik,5,7/26/2024 12:15,aplikasi ini sangat membantu para pengguna untukmencari alamat sukses terus gmaps,3,POSITIVE,aplikasi sangat membantu pengguna untukmencari alamat sukses terus gmaps,aplikasi sangat bantu guna untukmencari alamat sukses terus gmaps,"['aplikasi', 'sangat', 'bantu', 'guna', 'untukmencari', 'alamat', 'sukses', 'terus', 'gmaps']",aplikasi sangat bantu guna untukmencari alamat sukses terus gmaps
Shengguo,1,7/26/2024 9:21,genap ganjil jalan s parman tidak adaperubahanganjil genap ke rs tarakan dari cideng juga salah jalan ditutup jam  pagi kalau bisa diperbaiki,-21,NEGATIVE,genap ganjil jalan s parman adaperubahanganjil genap rs tarakan cideng salah jalan ditutup jam pagi kalau diperbaiki,genap ganjil jalan s parman adaperubahanganjil genap rs tara cideng salah jalan tutup jam pagi kalau baik,"['genap', 'ganjil', 'jalan', 's', 'parman', 'adaperubahanganjil', 'genap', 'rs', 'tara', 'cideng', 'salah', 'jalan', 'tutup', 'jam', 'pagi', 'kalau', 'baik']",genap ganjil jalan s parman adaperubahanganjil genap rs tara cideng salah jalan tutup jam pagi kalau baik
Tito Armanda,1,7/26/2024 2:09,kacau maps nya doc ternak saya jdi lambat datang karena di kasih rute tercepat ngawur kata supirnya yang harusnya lwt poros malah masuk pelosok,-20,NEGATIVE,kacau maps nya doc ternak jdi lambat datang kasih rute tercepat ngawur kata supirnya harusnya lwt poros malah masuk pelosok,kacau maps nya doc ternak jdi lambat datang kasih rute cepat ngawur kata supirnya harus lwt poros malah masuk pelosok,"['kacau', 'maps', 'nya', 'doc', 'ternak', 'jdi', 'lambat', 'datang', 'kasih', 'rute', 'cepat', 'ngawur', 'kata', 'supirnya', 'harus', 'lwt', 'poros', 'malah', 'masuk', 'pelosok']",kacau maps nya doc ternak jdi lambat datang kasih rute cepat ngawur kata supirnya harus lwt poros malah masuk pelosok
Ardy Amatire,1,7/25/2024 23:02,sering di arahkan ke jalan buntu jalan yang di tutup permanen sama sering di arahkan ke jalan yang memutar cukup jauh,-12,NEGATIVE,sering arahkan jalan buntu jalan tutup permanen sama sering arahkan jalan memutar cukup jauh,sering arah jalan buntu jalan tutup permanen sama sering arah jalan putar cukup jauh,"['sering', 'arah', 'jalan', 'buntu', 'jalan', 'tutup', 'permanen', 'sama', 'sering', 'arah', 'jalan', 'putar', 'cukup', 'jauh']",sering arah jalan buntu jalan tutup permanen sama sering arah jalan putar cukup jauh
In dra,1,7/25/2024 22:23,kadang pakek google map Tidak sesuai yang d tuju d putar terus sampek bingung saya sebagai kurir express kecewa sama aplikasi nya masak d untukputar Tidak nyampek alamat nya,-4,NEGATIVE,kadang pakek google map sesuai d tuju d putar terus sampek bingung kurir express kecewa sama aplikasi nya masak d untukputar nyampek alamat nya,kadang pakek google map sesuai d tuju d putar terus sampek bingung kurir express kecewa sama aplikasi nya masak d untukputar nyampek alamat nya,"['kadang', 'pakek', 'google', 'map', 'sesuai', 'd', 'tuju', 'd', 'putar', 'terus', 'sampek', 'bingung', 'kurir', 'express', 'kecewa', 'sama', 'aplikasi', 'nya', 'masak', 'd', 'untukputar', 'nyampek', 'alamat', 'nya']",kadang pakek google map sesuai d tuju d putar terus sampek bingung kurir express kecewa sama aplikasi nya masak d untukputar nyampek alamat nya
muh adnan noor,5,7/25/2024 21:17,sangat membantu untukperjalanan jauh danjuga lokasinya lumayan akurat,-7,NEGATIVE,sangat membantu untukperjalanan jauh danjuga lokasinya lumayan akurat,sangat bantu untukperjalanan jauh danjuga lokasi lumayan akurat,"['sangat', 'bantu', 'untukperjalanan', 'jauh', 'danjuga', 'lokasi', 'lumayan', 'akurat']",sangat bantu untukperjalanan jauh danjuga lokasi lumayan akurat
Ery In Drive,2,7/25/2024 19:49,hanya driver online yang bisa membaca danmenguasai maps orang awam di jamin bakal bingung jika perjalanan menggunakan maps karena tidak sedikit rute rute yang simpel malah di arahkan ke gang sempit yang terkadang malah tidak bisa di lalui mobil entah patokan apa yang di gunakan google maps sehingga seringkali mengarahkan pengguna ke rute rute yang justrru menyusahkan pengguna apa karena pesanan dari pihak aplikasi ojek online supaya bisa sebagai pembenaran dari harga yang murah meriah,-73,NEGATIVE,driver online membaca danmenguasai maps orang awam jamin bakal bingung perjalanan menggunakan maps sedikit rute rute simpel malah arahkan gang sempit terkadang malah lalui mobil entah patokan apa gunakan google maps seringkali mengarahkan pengguna rute rute justrru menyusahkan pengguna apa pesanan pihak aplikasi ojek online pembenaran harga murah meriah,driver online baca danmenguasai maps orang awam jamin bakal bingung jalan guna maps sedikit rute rute simpel malah arah gang sempit terkadang malah lalu mobil entah patok apa guna google maps seringkali arah guna rute rute justrru susah guna apa pesan pihak aplikasi ojek online benar harga murah riah,"['driver', 'online', 'baca', 'danmenguasai', 'maps', 'orang', 'awam', 'jamin', 'bakal', 'bingung', 'jalan', 'guna', 'maps', 'sedikit', 'rute', 'rute', 'simpel', 'malah', 'arah', 'gang', 'sempit', 'terkadang', 'malah', 'lalu', 'mobil', 'entah', 'patok', 'apa', 'guna', 'google', 'maps', 'seringkali', 'arah', 'guna', 'rute', 'rute', 'justrru', 'susah', 'guna', 'apa', 'pesan', 'pihak', 'aplikasi', 'ojek', 'online', 'benar', 'harga', 'murah', 'riah']",driver online baca danmenguasai maps orang awam jamin bakal bingung jalan guna maps sedikit rute rute simpel malah arah gang sempit terkadang malah lalu mobil entah patok apa guna google maps seringkali arah guna rute rute justrru susah guna apa pesan pihak aplikasi ojek online benar harga murah riah
