userName,score,at,content,polarity_score,sentiment,content_stopwords,tokenized_stemmed,cleaned_tokenized_stemmed
E Nor,1,7/23/2024 9:45,setelah di update linimasa tidak bisa di akses dengan alasan telepon yang digunakan versi android go percuma puna maps tetapi tidak bsa akses linimasa tolong perbaiki lagi sistem ny agar linimasa bisa di akses segala jenis telepon biar yang punya telepon kentang bsa pakai fitur linimasa juga,-22,NEGATIVE,update linimasa di akses alasan telepon digunakan versi android go percuma puna maps tidak bsa akses linimasa perbaiki sistem ny linimasa bisa di akses segala jenis telepon biar punya telepon kentang bsa pakai fitur linimasa,"['update', 'linimasa', 'akses', 'alas', 'telepon', 'versi', 'android', 'go', 'puna', 'maps', 'bsa', 'akses', 'linimasa', 'baik', 'sistem', 'ny', 'linimasa', 'akses', 'jenis', 'telepon', 'biar', 'telepon', 'kentang', 'bsa', 'pakai', 'fitur', 'linimasa']",update linimasa akses alas telepon versi android go puna maps bsa akses linimasa baik sistem ny linimasa akses jenis telepon biar telepon kentang bsa pakai fitur linimasa
Muhtar Stefanus Barus,1,7/23/2024 9:37,sangat jelek di banding kan dengan yang awal dan sinyal lambat klu bisa di kembalikan seperti semulatq,-12,NEGATIVE,sangat jelek banding kan yang awal sinyal lambat klu di kembalikan semulatq,"['jelek', 'banding', 'sinyal', 'lambat', 'klu', 'kembali', 'semulatq']",jelek banding sinyal lambat klu kembali semulatq
rendiarachim,1,7/23/2024 7:17,tolong di cek saya sudah updated berapa kali tapi selalu eror navigasi map sering hilang panah tidak bergerak semestinya saya sangat butuh dan sering memakai maps tapi susah,-22,NEGATIVE,di cek sudah updated berapa kali selalu eror navigasi map sering hilang panah bergerak semestinya sangat butuh sering memakai maps susah,"['cek', 'updated', 'kali', 'eror', 'navigasi', 'map', 'hilang', 'panah', 'gerak', 'mesti', 'butuh', 'pakai', 'maps', 'susah']",cek updated kali eror navigasi map hilang panah gerak mesti butuh pakai maps susah
Yanuar Teddy,5,7/23/2024 7:06,tolong dibantu map saya sering dak jalan saya menjalankan gojek maxim msp sering stop dak jalan tolong d perbaiki map sy,4,POSITIVE,dibantu map sering dak jalan menjalankan gojek maxim msp sering stop dak jalan d perbaiki map sy,"['bantu', 'map', 'dak', 'jalan', 'jalan', 'gojek', 'maxim', 'msp', 'stop', 'dak', 'jalan', 'd', 'baik', 'map', 'sy']",bantu map dak jalan jalan gojek maxim msp stop dak jalan d baik map sy
Bejo Santoso,4,7/23/2024 6:12,kenapa map sekarang kurang akurat sering selah dan tidak tepat pada lokasi tujuan sampai titik yang tepat,-18,NEGATIVE,map sekarang kurang akurat sering selah tidak tepat lokasi tujuan titik tepat,"['map', 'akurat', 'lah', 'lokasi', 'tuju', 'titik']",map akurat lah lokasi tuju titik
Muhammad Helmi,4,7/23/2024 4:41,kenapa arah yang ditunjukkan google maps arahnya terbalik saya sudah instal ulang masih seperti itu,-13,NEGATIVE,arah ditunjukkan google maps arahnya terbalik sudah instal ulang seperti,"['arah', 'google', 'maps', 'arah', 'balik', 'instal', 'ulang']",arah google maps arah balik instal ulang
Bang nest,4,7/23/2024 0:59,maaf untuk daerah karawang coba perbarui dong mapsnya soalnya ada jalan bisa masuk tapi di google maps keliatan enggak bisa padahal bisa jalan terus kadang juga masuk ke gang juga begitu bisa masuk tapi sebenarnya enggak bisa buntu jalannya,-8,NEGATIVE,maaf daerah karawang coba perbarui dong mapsnya soalnya jalan masuk di google maps keliatan enggak padahal jalan terus kadang masuk gang begitu masuk sebenarnya enggak buntu jalannya,"['maaf', 'daerah', 'karawang', 'coba', 'baru', 'mapsnya', 'jalan', 'masuk', 'google', 'maps', 'liat', 'jalan', 'kadang', 'masuk', 'gang', 'masuk', 'buntu', 'jalan']",maaf daerah karawang coba baru mapsnya jalan masuk google maps liat jalan kadang masuk gang masuk buntu jalan
Ivano Axel,5,7/22/2024 20:37,kosannya keren bangunan baru minimalis fasilitas lengkap harga terjangkau lokasi strategis yang punya  orangnya baik sangat bestiiku,-2,NEGATIVE,kosannya keren bangunan baru minimalis fasilitas lengkap harga terjangkau lokasi strategis punya  orangnya baik sangat bestiiku,"['kosannya', 'keren', 'bangun', 'minimal', 'fasilitas', 'lengkap', 'harga', 'jangkau', 'lokasi', 'strategis', 'orang', 'bestiiku']",kosannya keren bangun minimal fasilitas lengkap harga jangkau lokasi strategis orang bestiiku
Hendy Nurzaeny,1,7/22/2024 19:57,lemot sering d updet bkan tmbah bagus tapi malah ngaco tolong d perbaiki,1,POSITIVE,lemot sering d updet bkan tmbah bagus malah ngaco d perbaiki,"['lot', 'd', 'updet', 'bkan', 'tmbah', 'bagus', 'ngaco', 'd', 'baik']",lot d updet bkan tmbah bagus ngaco d baik
andreas kwik,5,7/22/2024 17:30,awesome semakin lengkap lokasi dan jalan terbaru pun sudah terupdated terimakasih developer aplikasi ini selalu update dan semakin disempurnakan  lagi mungkinkah ditambahkan mode penelusuran atau pencarian dengan google foto untuk mencari akurasi lokasi yang sudah pernah di upload oleh google guide lain  terimakasih,1,POSITIVE,awesome semakin lengkap lokasi jalan terbaru sudah terupdated terimakasih developer aplikasi selalu update semakin disempurnakan  mungkinkah ditambahkan mode penelusuran pencarian google foto mencari akurasi lokasi sudah pernah upload google guide  terimakasih,"['awesome', 'lengkap', 'lokasi', 'jalan', 'baru', 'terupdated', 'terimakasih', 'developer', 'aplikasi', 'update', 'sempurna', 'mode', 'telusur', 'cari', 'google', 'foto', 'cari', 'akurasi', 'lokasi', 'upload', 'google', 'guide', 'terimakasih']",awesome lengkap lokasi jalan baru terupdated terimakasih developer aplikasi update sempurna mode telusur cari google foto cari akurasi lokasi upload google guide terimakasih
Hadi Hrmwn,1,7/22/2024 15:06,aduh google maps  eror terus nih mohon di perbaiki lah,-6,NEGATIVE,aduh google maps  eror terus nih mohon perbaiki lah,"['aduh', 'google', 'maps', 'eror', 'nih', 'mohon', 'baik']",aduh google maps eror nih mohon baik
AGUS YUDIANTO,5,7/22/2024 12:45,maps diaplikasi grabdriver bagus sekali dan akurat,1,POSITIVE,maps diaplikasi grabdriver bagus sekali akurat,"['maps', 'aplikasi', 'grabdriver', 'bagus', 'akurat']",maps aplikasi grabdriver bagus akurat
Sandi Ar rahim,1,7/22/2024 12:14,google maps  ngaco suka sinyal navigasi hilang terus padahal sinyal bagus udah di coba pengaturannya eh tetep sinyal navigasi hilang haduh kacau tolong perbaiki,4,POSITIVE,google maps  ngaco suka sinyal navigasi hilang terus padahal sinyal bagus udah coba pengaturannya eh tetep sinyal navigasi hilang haduh kacau perbaiki,"['google', 'maps', 'ngaco', 'suka', 'sinyal', 'navigasi', 'hilang', 'sinyal', 'bagus', 'udah', 'coba', 'atur', 'eh', 'tetep', 'sinyal', 'navigasi', 'hilang', 'haduh', 'kacau', 'baik']",google maps ngaco suka sinyal navigasi hilang sinyal bagus udah coba atur eh tetep sinyal navigasi hilang haduh kacau baik
Nuralim Smpt,5,7/22/2024 11:21,yaa meskipun petanya kurang begitu akurat tetapi dapat membantu sedikit dalam mencari sebuah lokasi alamat atau jalan di berbagai segala arah tapi lumayan bagus sih semoga update kali ini untuk ke depannya dapat menjadi lebih baik lagi amiin trims untuk adminnya,-4,NEGATIVE,yaa meskipun petanya kurang akurat membantu sedikit mencari sebuah lokasi alamat jalan berbagai segala arah lumayan bagus sih semoga update kali depannya dapat menjadi lebih baik amiin trims untuk adminnya,"['yaa', 'peta', 'akurat', 'bantu', 'cari', 'lokasi', 'alamat', 'jalan', 'arah', 'lumayan', 'bagus', 'sih', 'moga', 'update', 'kali', 'depan', 'amiin', 'trims', 'adminnya']",yaa peta akurat bantu cari lokasi alamat jalan arah lumayan bagus sih moga update kali depan amiin trims adminnya
Exgo Hernawan,1,7/22/2024 9:46,tolong lah map jangan lewatin yang tidak masuk akal jalan pres mobil tanya warga sekitar tidak ada mobil pernah lewat,-20,NEGATIVE,lah map jangan lewatin tidak masuk akal jalan pres mobil tanya warga tidak mobil pernah lewat,"['map', 'lewatin', 'masuk', 'akal', 'jalan', 'pres', 'mobil', 'warga', 'mobil']",map lewatin masuk akal jalan pres mobil warga mobil
Budi Setiawan,5,7/22/2024 6:25,google map mantap bisa membantu menemukan jalan dengan gampang dan pitur  juga gak sulit sekali klik langsung jadisukses terus pokonya,8,POSITIVE,google map mantap membantu menemukan jalan gampang pitur  gak sulit sekali klik langsung jadisukses terus pokonya,"['google', 'map', 'mantap', 'bantu', 'temu', 'jalan', 'gampang', 'pitur', 'gak', 'sulit', 'klik', 'langsung', 'jadisukses', 'poko']",google map mantap bantu temu jalan gampang pitur gak sulit klik langsung jadisukses poko
Ula Putra Jaya,3,7/21/2024 20:55,tolong dong di buat maps khusus jalur truck yang di perbolehkan di jalan raya perkotaan biar tidak salah jalur larangan,-22,NEGATIVE,dong buat maps khusus jalur truck perbolehkan di jalan raya perkotaan biar salah jalur larangan,"['maps', 'khusus', 'jalur', 'truck', 'boleh', 'jalan', 'raya', 'kota', 'biar', 'salah', 'jalur', 'larang']",maps khusus jalur truck boleh jalan raya kota biar salah jalur larang
Ravindra Mobile,1,7/21/2024 11:12,aplikasi lama kaya ampasdi pakai mandek gak jalanjalur tiba ilanggps gak konekparah,-5,NEGATIVE,aplikasi lama kaya ampasdi pakai mandek gak jalanjalur tiba ilanggps gak konekparah,"['aplikasi', 'kaya', 'ampasdi', 'pakai', 'mandek', 'gak', 'jalanjalur', 'ilanggps', 'gak', 'konekparah']",aplikasi kaya ampasdi pakai mandek gak jalanjalur ilanggps gak konekparah
amelia hardata,1,7/21/2024 9:15,kasih bintang  saja semakin lama google untuk android tidak stabil titik mapgps selalu berubah ubah atau berpindah posisi selalu lari kesana kemari tidak menempati titik sesuai dimana telepon di letakkan semakin hari semakin nggak jelas di komplen tapi tidak ada pembenahan merusal navigasi telepon saja google map,-26,NEGATIVE,kasih bintang  semakin lama google android stabil titik mapgps selalu berubah ubah berpindah posisi selalu lari kesana kemari menempati titik sesuai telepon letakkan semakin hari semakin jelas komplen tidak pembenahan merusal navigasi telepon google map,"['kasih', 'bintang', 'google', 'android', 'stabil', 'titik', 'mapgps', 'ubah', 'ubah', 'pindah', 'posisi', 'lari', 'kesana', 'kemari', 'tempat', 'titik', 'sesuai', 'telepon', 'letak', 'komplen', 'benah', 'merusal', 'navigasi', 'telepon', 'google', 'map']",kasih bintang google android stabil titik mapgps ubah ubah pindah posisi lari kesana kemari tempat titik sesuai telepon letak komplen benah merusal navigasi telepon google map
Ary Andipramuja,5,7/21/2024 8:20,kurang akurat saat aku perbarui tadi saja masuk ke jurang di tretes sedalam  m saat mau ke blitar tanggung jawab dong gimana nih kalau buat pembaruan itu yang akurat dong jangan meleset i not like maps version new buat kesal saja tanggung jawab loh mana saya ampe masuk jurang kalau enggak pakai kartu bpjs mungkin aku udah mati dasar app pekok,-32,NEGATIVE,kurang akurat aku perbarui tadi masuk jurang tretes sedalam  m mau blitar tanggung jawab dong gimana nih kalau buat pembaruan yang akurat dong jangan meleset i not like maps version new buat kesal tanggung jawab loh mana ampe masuk jurang kalau enggak pakai kartu bpjs mungkin aku udah mati dasar app pekok,"['akurat', 'baru', 'masuk', 'jurang', 'tretes', 'dalam', 'm', 'blitar', 'tanggung', 'gimana', 'nih', 'baru', 'akurat', 'meleset', 'i', 'not', 'like', 'maps', 'version', 'new', 'kesal', 'tanggung', 'loh', 'ampe', 'masuk', 'jurang', 'pakai', 'kartu', 'bpjs', 'udah', 'mati', 'dasar', 'app', 'kok']",akurat baru masuk jurang tretes dalam m blitar tanggung gimana nih baru akurat meleset i not like maps version new kesal tanggung loh ampe masuk jurang pakai kartu bpjs udah mati dasar app kok
Candu Sunyi,1,7/21/2024 7:32,banyak bug liminasi terkadang tidak ada mode jalur untuk sepeda motor juga tidak ada menyusahkan dan buat tidak aman merugikan banyak orang,-14,NEGATIVE,banyak bug liminasi terkadang mode jalur sepeda motor ada menyusahkan buat tidak aman merugikan banyak orang,"['bug', 'liminasi', 'terkadang', 'mode', 'jalur', 'sepeda', 'motor', 'susah', 'aman', 'rugi', 'orang']",bug liminasi terkadang mode jalur sepeda motor susah aman rugi orang
Firliamaita Sari,3,7/21/2024 6:36,bagus sih ini aplikasi  tapi terkadang dibuat putar juga kalau yang gak tau sama sekali alamat  jadi sekiranya untuk jalan jarak jauhgak disaranin langsung pakai aplikasi ini karrna bukannya mudah malah semakin putar diabuatnya,-1,NEGATIVE,bagus sih aplikasi  terkadang dibuat putar kalau gak tau sama sekali alamat  jadi sekiranya jalan jarak jauhgak disaranin langsung pakai aplikasi karrna bukannya mudah malah semakin putar diabuatnya,"['bagus', 'sih', 'aplikasi', 'terkadang', 'putar', 'gak', 'tau', 'alamat', 'jalan', 'jarak', 'jauhgak', 'disaranin', 'langsung', 'pakai', 'aplikasi', 'karrna', 'mudah', 'putar', 'diabuatnya']",bagus sih aplikasi terkadang putar gak tau alamat jalan jarak jauhgak disaranin langsung pakai aplikasi karrna mudah putar diabuatnya
Jhon Padli,5,7/21/2024 1:04,sangat amat membantu dalam perjalan saya terimakasih gmaps,6,POSITIVE,sangat membantu perjalan terimakasih gmaps,"['bantu', 'jalan', 'terimakasih', 'gmaps']",bantu jalan terimakasih gmaps
BPKPJAYA Love,1,7/21/2024 0:34,titik koordinat tidak akurat serta untuk pemetaan jalur transportasi umum jabodetabek sudah gak relevan lagi dan fitur google maps gak ada fitur gerakan baru,-6,NEGATIVE,titik koordinat akurat untuk pemetaan jalur transportasi umum jabodetabek gak relevan dan fitur google maps gak fitur gerakan baru,"['titik', 'koordinat', 'akurat', 'meta', 'jalur', 'transportasi', 'jabodetabek', 'gak', 'relevan', 'fitur', 'google', 'maps', 'gak', 'fitur', 'gera']",titik koordinat akurat meta jalur transportasi jabodetabek gak relevan fitur google maps gak fitur gera
Moh Busri,5,7/20/2024 21:20,petunjuk dalam segala arahdengan adanya aplikasi ini mudah untuk mencari lokasi kemana yang kita tuju,-4,NEGATIVE,petunjuk segala arahdengan adanya aplikasi mudah mencari lokasi yang tuju,"['tunjuk', 'arahdengan', 'aplikasi', 'mudah', 'cari', 'lokasi', 'tuju']",tunjuk arahdengan aplikasi mudah cari lokasi tuju
Surono,1,7/20/2024 19:23,google maps banyak eror ngacau tolong dibetulin banyak orang nyasar gara gara google maps tidak akurat,-20,NEGATIVE,google maps banyak eror ngacau dibetulin banyak orang nyasar gara gara google maps akurat,"['google', 'maps', 'eror', 'ngacau', 'dibetulin', 'orang', 'nyasar', 'gara', 'gara', 'google', 'maps', 'akurat']",google maps eror ngacau dibetulin orang nyasar gara gara google maps akurat
Asti Pravitasari,5,7/20/2024 19:04,dua kali ke gondangrejo dituntun google maps yang pertama hampir nggak sampai tapi yang kedua kali puji tuhan sampai di tujuan dengan selamat terima kasih google maps,-3,NEGATIVE,kali gondangrejo dituntun google maps pertama hampir yang kedua kali puji tuhan sampai di tujuan selamat terima kasih google maps,"['kali', 'gondangrejo', 'tuntun', 'google', 'maps', 'kali', 'puji', 'tuhan', 'tuju', 'selamat', 'terima', 'kasih', 'google', 'maps']",kali gondangrejo tuntun google maps kali puji tuhan tuju selamat terima kasih google maps
Chindy Lusfania Anggraini Putri (Chindy),5,7/20/2024 18:43,baguss sihhh aplikasinyabisa membuat kita tau jalannbisa bagi lokasi dan membuat kemudahan untuk menemukan lokasiiimakasihh yaa buat yang buat aplikasinya,-2,NEGATIVE,baguss sihhh aplikasinyabisa membuat tau jalannbisa lokasi membuat kemudahan menemukan lokasiiimakasihh yaa buat buat aplikasinya,"['baguss', 'sihhh', 'aplikasinyabisa', 'tau', 'jalannbisa', 'lokasi', 'mudah', 'temu', 'lokasiiimakasihh', 'yaa', 'aplikasi']",baguss sihhh aplikasinyabisa tau jalannbisa lokasi mudah temu lokasiiimakasihh yaa aplikasi
Jul Haidir,1,7/20/2024 16:27,sialan semakin di update semakin eror ngetik lokasi yang muncul malah pratinjau kalau diulang ngetik alamat yang dicari mengapa malah dikasih alamat luar area dan kota masa sih google maps gak tau lokasi penggunanya,-21,NEGATIVE,sialan semakin update semakin eror ngetik lokasi muncul malah pratinjau kalau diulang ngetik alamat dicari malah dikasih alamat luar area kota masa sih google maps gak tau lokasi penggunanya,"['sial', 'update', 'eror', 'ngetik', 'lokasi', 'muncul', 'pratinjau', 'ulang', 'ngetik', 'alamat', 'cari', 'kasih', 'alamat', 'area', 'kota', 'sih', 'google', 'maps', 'gak', 'tau', 'lokasi', 'guna']",sial update eror ngetik lokasi muncul pratinjau ulang ngetik alamat cari kasih alamat area kota sih google maps gak tau lokasi guna
Oke Ok bos,5,7/20/2024 13:51,sangat mantab d  dan bisa lihat dua peta dan vidio kemana kita menghadapharapan saya semoga maps ini bisa bersatu dengan perangkat lacak lokasi nomer whatsap dan nomer biasa kepada badan pemrogram kenapa map tidak bisa lihat bulatnya bumi seperti aplikasi earth google itu penting juga agar tahu semua orang bahwa bumi jagat raya ini bulat yang pasti map adalah gambaran sebagian bumi yang nyata kita tinggali,-31,NEGATIVE,sangat mantab d  bisa lihat peta vidio menghadapharapan semoga maps bisa bersatu perangkat lacak lokasi nomer whatsap nomer biasa badan pemrogram map bisa lihat bulatnya bumi aplikasi earth google penting agar tahu semua orang bumi jagat raya bulat pasti map gambaran sebagian bumi nyata kita tinggali,"['mantab', 'd', 'lihat', 'peta', 'vidio', 'menghadapharapan', 'moga', 'maps', 'satu', 'perangkat', 'lacak', 'lokasi', 'nomer', 'whatsap', 'nomer', 'badan', 'pemrogram', 'map', 'lihat', 'bulat', 'bumi', 'aplikasi', 'earth', 'google', 'orang', 'bumi', 'jagat', 'raya', 'bulat', 'map', 'gambar', 'bumi', 'nyata', 'tinggal']",mantab d lihat peta vidio menghadapharapan moga maps satu perangkat lacak lokasi nomer whatsap nomer badan pemrogram map lihat bulat bumi aplikasi earth google orang bumi jagat raya bulat map gambar bumi nyata tinggal
wahyudi setiyawan,5,7/20/2024 13:34,sangat membantu tapi mohon di abdet untuk jalan jalan baru daerah pedalaman atau kalau tidak beri pengguna untuk menambahkan foto lokasi baru,-4,NEGATIVE,sangat membantu mohon abdet jalan jalan baru daerah pedalaman kalau beri pengguna menambahkan foto lokasi baru,"['bantu', 'mohon', 'abdet', 'jalan', 'jalan', 'daerah', 'dalam', 'guna', 'foto', 'lokasi']",bantu mohon abdet jalan jalan daerah dalam guna foto lokasi
Rahmat Hidayat,3,7/20/2024 11:59,saran saya tambah jalur untuk truck kendaraan besar lainnya jalur map kereta dihapus karena kita enggak mungkin punya kereta pribadi kalaupun ada kan sudah ada relnya jadi enggak mungkin nyasar terimakasih,-13,NEGATIVE,saran tambah jalur truck kendaraan besar lainnya jalur map kereta dihapus kita enggak mungkin punya kereta pribadi kalaupun kan ada relnya jadi enggak mungkin nyasar terimakasih,"['saran', 'jalur', 'truck', 'kendara', 'jalur', 'map', 'kereta', 'hapus', 'kereta', 'pribadi', 'rel', 'nyasar', 'terimakasih']",saran jalur truck kendara jalur map kereta hapus kereta pribadi rel nyasar terimakasih
Forimas Fanggidae,5,7/20/2024 6:03,sangat membantu dalam perjalanan karena dapat menampilkan rute terdekat dalam perjalanan ke suatu tempat,-1,NEGATIVE,sangat membantu perjalanan dapat menampilkan rute terdekat perjalanan suatu tempat,"['bantu', 'jalan', 'tampil', 'rute', 'dekat', 'jalan']",bantu jalan tampil rute dekat jalan
