userName,score,at,content,label,content_stopwords,content_stemmed
Junus Setiawan,1,7/18/2024 15:42,"gps tidak pernah tinggi, selalu rendah..udah hapus data kembali lagi renfah..",negatif,"gps pernah tinggi , selalu rendah .. udah hapus data renfah ..",gps pernah tinggi selalu rendah udah hapus data renfah
CICI HAIRIA,1,7/18/2024 13:55,"Ribet sekarang gmaps ny setelah adaupdate,cek linimasa saja harus di download dl,stlh di download tetapi Tidak keluar juga linimasa ny...makin lama semakin bapukkkk",negatif,"Ribet sekarang gmaps ny adaupdate , cek linimasa download dl , stlh download keluar linimasa ny ... makin lama semakin bapukkkk",ribet sekarang gmaps ny adaupdate cek linimasa download dl stlh download keluar linimasa ny makin lama makin bapukkkk
RONAL OKTAVIADI,5,7/18/2024 12:48,"Sangat membantu dansangat bagus ,,tapi titik gpsnya sering loncat loncat... Perbaikin lagi ya maps ku sayang",positif,"Sangat membantu dansangat bagus , ,tapi titik gpsnya sering loncat loncat ... Perbaikin maps ku sayang",sangat bantu dansangat bagus tapi titik gpsnya sering loncat loncat perbaikin maps ku sayang
abdi damara,5,7/18/2024 10:36,Sangat memudahkan pekerjaanku dl waktu belum adaandroid selalu bikin peta sendiri sekarang semua pakai maps....sangat memudahkan pekerjaan saya,negatif,Sangat memudahkan pekerjaanku dl waktu adaandroid selalu bikin peta sendiri sekarang semua pakai maps .... sangat memudahkan pekerjaan,sangat mudah kerja dl waktu adaandroid selalu bikin peta sendiri sekarang semua pakai maps sangat mudah kerja
Khabir 55,1,7/17/2024 18:53,kenapa ini aplikasi bisa berubah2 sistemnya 1 akses untukpakai kendaraan motor di arahkan ke jln tol atau jln buntu 2 sepikernya kenapa tidak berbunyi saat di gunakan padahal sudah di sesuaikan pengaturanya.,negatif,aplikasi berubah2 sistemnya 1 akses untukpakai kendaraan motor arahkan jln tol jln buntu 2 sepikernya berbunyi gunakan padahal sesuaikan pengaturanya .,aplikasi berubah2 sistem 1 akses untukpakai kendara motor arah jln tol jln buntu 2 sepiker bunyi guna padahal sesuai pengaturanya
nurelah rijal,5,7/17/2024 15:09,"Aplikasi yang membantu kamu dalam mencari alamat danmengetahui rute atau jatak tempuh menunu suatu tempat, membantu sekali dalam mencari tempat menginap dankuliner disekitar.",negatif,"Aplikasi membantu kamu mencari alamat danmengetahui rute jatak tempuh menunu suatu tempat , membantu sekali mencari tempat menginap dankuliner disekitar .",aplikasi bantu kamu cari alamat danmengetahui rute jatak tempuh tunu suatu tempat bantu sekali cari tempat inap dankuliner sekitar
Jati Wongso SG Channel,2,7/17/2024 11:56,"Maps tidak mau jalan, akurasi rendah, bahkan sulit di gunakan, saat di gunakan tidak bisa berjalan lancar",negatif,"Maps mau jalan , akurasi rendah , bahkan sulit gunakan , gunakan berjalan lancar",maps mau jalan akurasi rendah bahkan sulit guna guna jalan lancar
Adhi Purnomo,5,7/17/2024 8:32,"Aplikasi Bagus membantu perjalanan kemana saja, waktu estimasi tepat waktu. GOOGLE MAPS sangat Recomended",negatif,"Aplikasi Bagus membantu perjalanan , waktu estimasi tepat waktu . GOOGLE MAPS sangat Recomended",aplikasi bagus bantu jalan waktu estimasi tepat waktu google maps sangat recomended
metal gearr,3,7/17/2024 4:05,"Perlu perbaikan map lagi, karena masih banyak map yang daerahnya blur tidak keliatan",negatif,"Perlu perbaikan map , banyak map daerahnya blur keliatan",perlu baik map banyak map daerah blur liat
Syakila Pratama,1,7/17/2024 0:08,"Jelek, sekarang linimasa tidak bisa dipakai untuk2 hp 1 akun..kacau padahal itu sangat membantu untukmelihat posisi anak atau keluarga pada saat sekolah atau sedang diluar rumah, tolong kembalikan lagi versi linimasa yang dulu demi keamanan bersama",negatif,"Jelek , sekarang linimasa dipakai untuk2 hp 1 akun .. kacau padahal sangat membantu untukmelihat posisi anak keluarga sekolah sedang diluar rumah , kembalikan versi linimasa dulu keamanan bersama",jelek sekarang linimasa pakai untuk2 hp 1 akun kacau padahal sangat bantu untukmelihat posisi anak keluarga sekolah sedang luar rumah kembali versi linimasa dulu aman sama
DnRz Creator,3,7/16/2024 21:22,"Aplikasinya sangat membantu, dansaya harap kedepannya gambar zoomnya lebih detail lagi, danterkhusus setiap adapin atau patokan tertentu, tak terkecuali juga dengan pulau pulau kecil yang adadi nusantara indonesia.. ðŸ™ðŸ™",negatif,"Aplikasinya sangat membantu , dansaya harap kedepannya gambar zoomnya lebih detail , danterkhusus adapin patokan tertentu , tak terkecuali pulau pulau kecil adadi nusantara indonesia .. ðŸ™ðŸ™",aplikasi sangat bantu dansaya harap depan gambar zoomnya lebih detail danterkhusus adapin patok tentu tak kecuali pulau pulau kecil adad nusantara indonesia
Waluyo Sejati,5,7/16/2024 18:53,"Aplikasi yang sangat berguna bagi aku , karena aplikasi ini aku jadi sering oergi kemana mana gunain GMAPS mungkin jika tidak adaaplikasi ini saya tidak akan tahu daerah yang mungkin belum saya tuju , pokonya aplikasinya bestttðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»",negatif,"Aplikasi sangat berguna aku , aplikasi aku jadi sering oergi mana gunain GMAPS mungkin adaaplikasi tahu daerah mungkin tuju , pokonya aplikasinya bestttðŸ ‘ ðŸ » ðŸ ‘ ðŸ » ðŸ ‘ ðŸ »",aplikasi sangat guna aku aplikasi aku jadi sering oergi mana gunain gmaps mungkin adaaplikasi tahu daerah mungkin tuju poko aplikasi besttt
Ali Crafting,3,7/16/2024 17:35,Google maps error. Navigasi tidak menunjukkan arah yang sesuai. Dan lokasi tidak berjalan realtime.,negatif,Google maps error . Navigasi menunjukkan arah sesuai . lokasi berjalan realtime .,google maps error navigasi tunjuk arah sesuai lokasi jalan realtime
Neli Neli,5,7/16/2024 14:52,Aplikasi yang bagus...... Memudahkan dalam mencari jalan...... Bisa memberikan alamat ke temen...... Memberikan alamat ke kantor polisi..... Puas menggunakan maps... Pelayanan cepat danramah banget.,positif,Aplikasi bagus ...... Memudahkan mencari jalan ...... memberikan alamat temen ...... Memberikan alamat kantor polisi ..... Puas menggunakan maps ... Pelayanan cepat danramah banget .,aplikasi bagus mudah cari jalan beri alamat temen beri alamat kantor polisi puas guna maps layan cepat danramah banget
Bahren Plur,5,7/16/2024 14:05,Aplikasi ini sangat membantu perjalanan saya ke mana pun tujuanya. Sangat akurat secara fitur juga tidak bikin bingung lengkap danmudah di pahami Terimakasih google maps,negatif,Aplikasi sangat membantu perjalanan mana tujuanya . Sangat akurat fitur bikin bingung lengkap danmudah pahami Terimakasih google maps,aplikasi sangat bantu jalan mana tujuanya sangat akurat fitur bikin bingung lengkap danmudah paham terimakasih google maps
evan bule gemoy,5,7/16/2024 11:59,"Tolong perbarui/di update maps di wilayah perumahan graha asri residence 3,wagir2 ,bengle Majalaya Karawang.. Banyak yang belum tercantum di peta Google maps .. terimakasih",negatif,"perbarui/di update maps wilayah perumahan graha asri residence 3 , wagir2 , bengle Majalaya Karawang .. Banyak tercantum peta Google maps .. terimakasih",baru di update maps wilayah rumah graha asri residence 3 wagir2 bengle majalaya karawang banyak cantum peta google maps terimakasih
Hasem Afandi,1,7/16/2024 10:22,tolong dong di perbaiki seperti semula aja. kalau seperti gini kita gak bisa cek linimasa untuk2hp yang berbeda. kita butuh cek linimasa setiap saat untukpasangan.,negatif,dong perbaiki semula aja . kalau gini gak cek linimasa untuk2hp berbeda . butuh cek linimasa untukpasangan .,dong baik mula aja kalau gin gak cek linimasa untuk2hp beda butuh cek linimasa untukpasangan
Fitri Nur aeny,1,7/15/2024 21:51,"Selamat malam min, sebelum nya saya mau cerita saya hidup di karang jengkol RT 03/03. Kecamatan Wangon. Kabupaten banyumas. Jawa Tengah. Kebetulan tetangga saya kemarin daftar SMA masih satu kecamatan danjarak nya pun dekat. Namun pada google maps tempat saya bukan lagi wilayah Wangon/karang jengkol tapi jadi jamu/ karang reja. ini bener bener merugikan orang-orang di sekitar kami yang harusnya masuk sistem zona menjadi tidak masuk dalam zona. Harap diperbaharui untukwilayah saya min, trims",negatif,"Selamat malam min , nya mau cerita hidup karang jengkol RT 03/03 . Kecamatan Wangon . Kabupaten banyumas . Jawa Tengah . Kebetulan tetangga kemarin daftar SMA satu kecamatan danjarak nya dekat . google maps tempat bukan wilayah Wangon/karang jengkol jadi jamu/ karang reja . bener bener merugikan orang-orang harusnya masuk sistem zona menjadi masuk zona . Harap diperbaharui untukwilayah min , trims",selamat malam min nya mau cerita hidup karang jengkol rt 03 03 camat wangon kabupaten banyumas jawa tengah betul tetangga kemarin daftar sma satu camat danjarak nya dekat google maps tempat bukan wilayah wangon karang jengkol jadi jamu karang reja bener bener rugi orang harus masuk sistem zona jadi masuk zona harap baharu untukwilayah min trims
Irwan Arahman,3,7/15/2024 20:34,Sejauh ini bagus...saya usul kan untukfitur pemilihan jalan menggunakan jalan tol atau tidak sebaiknya ditaruh di layar depan seperti posisi kompas ...jadi lebih cepat dapat info kondisi jalan nya....,positif,Sejauh bagus ... usul kan untukfitur pemilihan jalan menggunakan jalan tol sebaiknya ditaruh layar depan posisi kompas ... jadi lebih cepat info kondisi jalan nya ....,jauh bagus usul kan untukfitur pilih jalan guna jalan tol baik taruh layar depan posisi kompas jadi lebih cepat info kondisi jalan nya
Budi Mahmud,5,7/15/2024 9:48,Mantap puas Tapi untukjalan gang nya di perbaiki lagi ya Terimakasih,negatif,Mantap puas untukjalan gang nya perbaiki Terimakasih,mantap puas untukjalan gang nya baik terimakasih
Irwanto Irwanto,5,7/15/2024 0:10,"Sekarang maps lemot, ragara HP hilang. minta solusinya dong. Soalnya sudan lihat youtube tetap gak biaa. Maps dengan kecepatan laju mobil saya suka telat maps nya.",negatif,"Sekarang maps lemot , ragara HP hilang . minta solusinya dong . Soalnya sudan lihat youtube tetap gak biaa . Maps kecepatan laju mobil suka telat maps nya .",sekarang maps lot ragara hp hilang minta solusi dong soal sudan lihat youtube tetap gak biaa maps cepat laju mobil suka telat maps nya
Engkos Engkos,1,7/14/2024 23:12,Maps ngajak ribut tidak sesuai dengan harapan ..bener bener di luar nulur katanya perjalanan ny cuma 6 menit tau ny 5 kali lipat jadi 30 menit ðŸ˜ˆðŸ‘¿ðŸ˜¤ðŸ˜ ðŸ˜¡ðŸ¤¬,negatif,Maps ngajak ribut sesuai harapan .. bener bener luar nulur katanya perjalanan ny cuma 6 menit tau ny 5 kali lipat jadi 30 menit ðŸ˜ˆðŸ ‘ ¿ðŸ˜¤ðŸ˜ ðŸ˜¡ðŸ¤¬,maps ngajak ribut sesuai harap bener bener luar nulur kata jalan ny cuma 6 menit tau ny 5 kali lipat jadi 30 menit
Daryono Setyadi,4,7/14/2024 20:20,"Tingkatkan kwalitas danpembaruan lokasi yang lebih akurat, terimakasih sukses selalu google maps",negatif,"Tingkatkan kwalitas danpembaruan lokasi lebih akurat , terimakasih sukses selalu google maps",tingkat kwalitas danpembaruan lokasi lebih akurat terimakasih sukses selalu google maps
Anto Speedy,1,7/14/2024 18:58,"Gmaps vers 11.136.0101 kacau.!! Linimasa gak seperti versi yang lama, sulit di-update, sering error dantidak menunjukan jarak yang sudah ditempuh (dlm kilometer). Begitupun tempatÂ² yang sudah dikunjungi, tidak terekam dalam linimasa. Tampilan pun membingungkan dansangat lambat. Haadeuuh... ðŸ¤¦",negatif,"Gmaps vers 11.136.0101 kacau. ! ! Linimasa gak versi lama , sulit di-update , sering error dantidak menunjukan jarak ditempuh ( dlm kilometer ) . Begitupun tempatÂ² dikunjungi , terekam linimasa . Tampilan membingungkan dansangat lambat . Haadeuuh ... ðŸ¤¦",gmaps vers 11 136 0101 kacau linimasa gak versi lama sulit di-update sering error dantidak tunjuk jarak tempuh dlm kilometer begitu tempat kunjung rekam linimasa tampil bingung dansangat lambat haadeuuh
Rusdiansyah 99,2,7/14/2024 18:25,"Parah maps kadang jalan kadang gak , sedangkan untukOjek Online maps itu sangat penting dantingkat akurasinya rendah, sekarang kebanyakan titiknya abu terus",negatif,"Parah maps kadang jalan kadang gak , untukOjek Online maps sangat penting dantingkat akurasinya rendah , sekarang kebanyakan titiknya abu terus",parah maps kadang jalan kadang gak untukojek online maps sangat penting dantingkat akurasi rendah sekarang banyak titik abu terus
Ajie Purnomo,3,7/14/2024 14:43,Tiap hari update tapi masih saja lemot danakurasinya rendah. Padahal setelan sudah optimal,negatif,Tiap hari update lemot danakurasinya rendah . Padahal setelan optimal,tiap hari update lot danakurasinya rendah padahal setel optimal
Heni Rusnita,5,7/14/2024 6:25,Sangat membantu tapi kalau adapagar tembok membingungkan. Karena maps tetap memberitahu adajalan tapi tidak bisa di lewati,negatif,Sangat membantu kalau adapagar tembok membingungkan . maps tetap memberitahu adajalan lewati,sangat bantu kalau adapagar tembok bingung maps tetap memberitahu adajalan lewat
M Alfa Septiawan (Boby),1,7/14/2024 0:16,"Sering Melenceng, . . . Juga Bug, TibaÂ² hilang, danArah tak menentu. Juga, . . . Dulu perasaan adaFitur Jalur untukkendaraan Sepeda, di lihat kan jalur Bersepedanya.",negatif,"Sering Melenceng , . . . Bug , TibaÂ² hilang , danArah tak menentu . , . . . Dulu perasaan adaFitur Jalur untukkendaraan Sepeda , lihat kan jalur Bersepedanya .",sering lenceng bug tiba hilang danarah tak tentu dulu asa adafitur jalur untukkendaraan sepeda lihat kan jalur sepeda
Tegar [T.R] (American),1,7/13/2024 21:33,"apa apaan ini? kenapa setiap kali / selalu masuk "" Goggle Mapsâ€ž itu sekitaran memakai aplikasi selama 30 menit lebih pasti selalu crash / ngefreze hp Redmi 10A milikku, entah ini hp yang kentang atau aplikasi nya yang sangat berat danmelebihi beratnya satu satunya game di hp aku (mlbb full size (data)), padahal ini aplikasi full size cuma 500 megabyte tapi sudah kaya install genshin Impact rata kanan",negatif,"apa apaan ? kali / selalu masuk `` Goggle Mapsâ€ž sekitaran memakai aplikasi selama 30 menit lebih selalu crash / ngefreze hp Redmi 10A milikku , entah hp kentang aplikasi nya sangat berat danmelebihi beratnya satu satunya game hp aku ( mlbb full size ( data ) ) , padahal aplikasi full size cuma 500 megabyte kaya install genshin Impact rata kanan",apa apa kali selalu masuk goggle maps sekitar pakai aplikasi lama 30 menit lebih selalu crash ngefreze hp redmi 10a milik entah hp kentang aplikasi nya sangat berat danmelebihi berat satu satu game hp aku mlbb full size data padahal aplikasi full size cuma 500 megabyte kaya install genshin impact rata kanan
Hair cut Man,2,7/13/2024 21:25,"Setelah di update baru nya gak bisa di sembunyikan. Sangat mengganggu pandangan, bar atas bawah sangat mengganggu ,",negatif,"update baru nya gak sembunyikan . Sangat mengganggu pandangan , bar atas bawah sangat mengganggu ,",update baru nya gak sembunyi sangat ganggu pandang bar atas bawah sangat ganggu
Salfaa az al,5,7/13/2024 20:04,Google maps ini sangat berguna untuksaya dankeluarga bepergian saat tidak mengetahui jalan dansangat berguna untukkita mencari lokasi yang kita tuju terimakasih ðŸ˜ðŸ˜,negatif,Google maps sangat berguna untuksaya dankeluarga bepergian mengetahui jalan dansangat berguna untukkita mencari lokasi tuju terimakasih ðŸ˜ðŸ˜,google maps sangat guna untuksaya dankeluarga pergi tahu jalan dansangat guna untukkita cari lokasi tuju terimakasih
andre a,1,7/13/2024 16:20,"Walau aplikasi sudah update, tetap sinyal sering hilang sewaktu dalam perjalanan, dulu tidak seperti ini, gps masih jalan walau tidak adakoneksi internet",negatif,"aplikasi update , tetap sinyal sering hilang sewaktu perjalanan , dulu , gps jalan adakoneksi internet",aplikasi update tetap sinyal sering hilang waktu jalan dulu gps jalan adakoneksi internet
3D Official,2,7/13/2024 7:21,"Kenapa sih maps aplikasi sudahlama mengapa suka dikasih rute muter2,,, padahal adajalan yang lebih cepat hemat waktu, selisih bisa 10 menit, kenapa harus di puter2.. Terus kalau diperkotaan jakarta, antar flyover naik enggak nya kadang tanpa adatanda naik tidaknya..",negatif,"sih maps aplikasi sudahlama suka dikasih rute muter2 , , , padahal adajalan lebih cepat hemat waktu , selisih 10 menit , puter2 .. Terus kalau diperkotaan jakarta , antar flyover naik enggak nya kadang adatanda naik tidaknya ..",sih maps aplikasi sudahlama suka kasih rute muter2 padahal adajalan lebih cepat hemat waktu selisih 10 menit puter2 terus kalau kota jakarta antar flyover naik enggak nya kadang adatanda naik tidak
Julius Caesar,1,7/12/2024 19:49,"Kembali ke sistem gps danbukan fused network, karena sangat berpengaruh kepada akurasi. Dan membutuhkan aplikasi gps tambahan agar titik biru tidak lompat, berpindah dantidak di posisi semestinya walaupun baterai sudah tidak adapembatasan dansemua perizinan sudah diizinkan semua..",negatif,"sistem gps danbukan fused network , sangat berpengaruh akurasi . membutuhkan aplikasi gps tambahan titik biru lompat , berpindah dantidak posisi semestinya walaupun baterai adapembatasan dansemua perizinan diizinkan semua ..",sistem gps danbukan fused network sangat pengaruh akurasi butuh aplikasi gps tambah titik biru lompat pindah dantidak posisi mesti walaupun baterai adapembatasan dansemua izin izin semua
